"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 25 12:54:59 UTC 2025","Thu Dec 25 12:54:59 UTC 2025","1","courses.tests","test_course_emails","TestCourseStartEmailService","","","test_template_path_set","Test: Template Path ist gesetzt"
"passed","Thu Dec 25 12:58:51 UTC 2025","Thu Dec 25 12:59:03 UTC 2025","11968","customers.tests","test_models","TestContactChannelIntegration","","","test_multiple_customers_same_channel","Test: Mehrere Kunden über gleichen Kanal"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","1","bewegungsradius.tests","test_email_base","TestBaseEmailService","","","test_send_email_creates_email","_send_email erstellt EmailMultiAlternatives Objekt"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","1","bewegungsradius.tests","test_admin_styles","TestStatusIndicator","","","test_payment_status_unknown","Test: payment_status() unbekannt"
"passed","Thu Dec 25 12:56:44 UTC 2025","Thu Dec 25 12:56:44 UTC 2025","1","invoices.tests","test_models","TestTaxCalculator","","","test_calculate_tax_very_small_amount","Test: Sehr kleine Beträge (z.B. €0.01)"
"passed","Thu Dec 25 12:56:52 UTC 2025","Thu Dec 25 12:56:52 UTC 2025","1","invoices.tests","test_models","TestInvoiceDateManager","","","test_get_issue_date_with_date","Test: Gibt angegebenes Datum zurück"
"passed","Thu Dec 25 12:59:55 UTC 2025","Thu Dec 25 12:59:55 UTC 2025","2","company.tests","test_model","TestCompanyInfoSingleton","","","test_company_info_iban_format","Test: IBAN Format ist korrekt"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","1","bewegungsradius.tests","test_admin_styles","TestSimpleText","","","test_literal_text_info","Test: literal_text mit info"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","0","bewegungsradius.tests","test_admin_styles","TestStatusIndicator","","","test_yes_no_simple_true","Test: yes_no_simple() mit True"
"passed","Thu Dec 25 12:59:55 UTC 2025","Thu Dec 25 12:59:55 UTC 2025","2","company.tests","test_model","TestCompanyInfoSingleton","","","test_company_info_bank_details","Test: Bank-Details sind vollständig"
"passed","Thu Dec 25 12:56:02 UTC 2025","Thu Dec 25 12:56:02 UTC 2025","1","courses.tests","test_services","TestCourseHolidayCalculator","","","test_check_holidays_on_course_day_no_match","Test: check_holidays_on_course_day() wenn keine Feiertage auf Tag fallen"
"passed","Thu Dec 25 12:56:44 UTC 2025","Thu Dec 25 12:56:44 UTC 2025","0","invoices.tests","test_models","TestCourseIdGenerator","","","test_generate_unique","Test: Generiert unterschiedliche IDs"
"passed","Thu Dec 25 12:57:09 UTC 2025","Thu Dec 25 12:57:29 UTC 2025","20207","invoices.tests","test_models","TestInvoiceModel","","","test_invoice_status_choices","Test: Verschiedene Status"
"passed","Thu Dec 25 12:55:11 UTC 2025","Thu Dec 25 12:55:11 UTC 2025","1","courses.tests","test_course_emails","TestCourseCompletionEmailService","","","test_build_email_payload","Test: build_email_payload erstellt Payload"
"passed","Thu Dec 25 12:58:52 UTC 2025","Thu Dec 25 12:59:04 UTC 2025","11650","customers.tests","test_models","TestContactChannelIntegration","","","test_customers_by_different_channels","Test: Kunden über verschiedene Kanäle"
"passed","Thu Dec 25 12:59:55 UTC 2025","Thu Dec 25 12:59:55 UTC 2025","2","offers.tests","test_models","TestOfferModel","","","test_offer_zpp_certification_optional","Test: zpp_certification ist optional"
"passed","Thu Dec 25 12:59:55 UTC 2025","Thu Dec 25 12:59:55 UTC 2025","2","offers.tests","test_models","TestZPPCertificationValidation","","","test_is_valid_today_before_valid_from","Test: is_valid_today() False vor valid_from Datum"
"passed","Thu Dec 25 12:56:02 UTC 2025","Thu Dec 25 12:56:02 UTC 2025","1","courses.tests","test_services","TestCourseScheduleCalculator","","","test_get_skipped_dates_due_to_holidays","Test: get_skipped_dates_due_to_holidays() findet Feiertage auf Wochentag"
"passed","Thu Dec 25 12:56:43 UTC 2025","Thu Dec 25 12:56:47 UTC 2025","3707","invoices.tests","test_models","TestInvoiceNumberGenerator","","","test_generate_high_invoice_count","Test: Viele Rechnungen in einem Jahr (z.B. 999+)"
"passed","Thu Dec 25 12:59:58 UTC 2025","Thu Dec 25 12:59:58 UTC 2025","1","bewegungsradius.tests","test_pdf_service","TestPdfServiceFactory","","","test_factory_creates_with_all_dependencies","Test: Factory erstellt Service mit allen Dependencies"
"passed","Thu Dec 25 12:57:29 UTC 2025","Thu Dec 25 12:57:29 UTC 2025","4","invoices.tests","test_models","TestInvoiceSave","","","test_save_discount_zero_when_no_discount_code","Test: discount_amount ist 0 wenn kein discount_code"
"passed","Thu Dec 25 12:55:16 UTC 2025","Thu Dec 25 12:55:56 UTC 2025","40011","courses.tests","test_course_emails","TestCourseEmailServicesIntegration","","","test_multiple_courses_different_participants","Test: Verschiedene Kurse mit verschiedenen Teilnehmern"
"passed","Thu Dec 25 12:56:44 UTC 2025","Thu Dec 25 12:56:44 UTC 2025","0","invoices.tests","test_models","TestTaxCalculator","","","test_calculate_tax_amount_zero_tax_rate","Test: Keine Steuer bei 0% Steuersatz"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","2","bewegungsradius.tests","test_email_base","TestBaseEmailService","","","test_send_single_email_success","send_single_email versendet Email erfolgreich"
"passed","Thu Dec 25 12:59:58 UTC 2025","Thu Dec 25 12:59:58 UTC 2025","2","accounting.tests","test_models","TestAccountingEntryModel","","","test_entry_string_representation","Test: __str__ gibt saubere Darstellung zurück"
"passed","Thu Dec 25 12:57:06 UTC 2025","Thu Dec 25 12:57:10 UTC 2025","3560","invoices.tests","test_models","TestInvoiceModel","","","test_invoice_tax_amount_property_tax_exempt","Test: tax_amount ist 0 bei tax_exempt"
"passed","Thu Dec 25 12:58:40 UTC 2025","Thu Dec 25 12:58:40 UTC 2025","2","customers.tests","test_models","TestDiscountCodeCalculation","","","test_calculate_discount_fixed_zero","Test: Rabatt-Berechnung mit 0€"
"passed","Thu Dec 25 12:57:46 UTC 2025","Thu Dec 25 12:57:46 UTC 2025","1","customers.tests","test_models","TestContactChannelModel","","","test_contact_channel_timestamps_set","Test: Timestamps werden automatisch gesetzt"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","1","bewegungsradius.tests","test_pdf_service","TestExceptions","","","test_pdf_generation_error_is_exception","Test: PdfGenerationError ist Exception"
"passed","Thu Dec 25 12:57:54 UTC 2025","Thu Dec 25 12:58:00 UTC 2025","5236","customers.tests","test_models","TestCustomerModel","","","test_customer_get_full_address_partial","Test: get_full_address() mit unvollständiger Adresse"
"passed","Thu Dec 25 12:59:58 UTC 2025","Thu Dec 25 12:59:58 UTC 2025","2","bewegungsradius.tests","test_pdf_service","TestPdfGenerator","","","test_generator_initialization","Test: Generator wird erstellt"
"passed","Thu Dec 25 12:59:55 UTC 2025","Thu Dec 25 12:59:55 UTC 2025","3","offers.tests","test_models","TestOfferTaxCalculation","","","test_tax_amount_tax_exempt","Test: tax_amount ist 0 bei tax_exempt"
"passed","Thu Dec 25 12:56:02 UTC 2025","Thu Dec 25 12:56:02 UTC 2025","0","courses.tests","test_services","TestCourseScheduleCalculator","","","test_count_course_units","Test: count_course_units() zählt Kurseinheiten"
"passed","Thu Dec 25 12:59:58 UTC 2025","Thu Dec 25 12:59:58 UTC 2025","2","bewegungsradius.tests","test_pdf_service","TestPdfServiceIntegration","","","test_full_pdf_generation_and_save_flow","Test: PDF Generierung + Speicherung"
"passed","Thu Dec 25 12:59:55 UTC 2025","Thu Dec 25 12:59:55 UTC 2025","3","offers.tests","test_models","TestOfferTaxCalculation","","","test_total_amount_with_defaults","Test: total_amount mit Default Values"
"passed","Thu Dec 25 12:56:02 UTC 2025","Thu Dec 25 12:56:02 UTC 2025","32","courses.tests","test_services","TestCourseStatusChecker","","","test_is_upcoming_false","Test: is_upcoming() False für aktuelle/abgelaufene Kurse"
"passed","Thu Dec 25 12:57:37 UTC 2025","Thu Dec 25 12:57:37 UTC 2025","6","invoices.tests","test_models","TestInvoiceCancellation","","","test_invoice_cancellation_fields","Test: Cancellation fields können gespeichert werden"
"passed","Thu Dec 25 12:55:12 UTC 2025","Thu Dec 25 12:55:12 UTC 2025","7","courses.tests","test_course_emails","TestCourseCompletionEmailService","","","test_send_course_completion_email_empty_participants","Test: send_course_completion_email ohne Teilnehmer"
"passed","Thu Dec 25 12:58:37 UTC 2025","Thu Dec 25 12:58:37 UTC 2025","2","customers.tests","test_models","TestDiscountCodeCalculation","","","test_calculate_discount_percentage_hundred","Test: Rabatt-Berechnung mit 100%"
"passed","Thu Dec 25 12:59:56 UTC 2025","Thu Dec 25 12:59:56 UTC 2025","0","bewegungsradius.tests","test_admin_styles","TestBadgeStyle","","","test_badge_contains_style","Test: Badge enthält Style-Attribute"
"passed","Thu Dec 25 12:59:58 UTC 2025","Thu Dec 25 12:59:58 UTC 2025","1","bewegungsradius.tests","test_pdf_service","TestConsumeFileStorage","","","test_exists_true","Test: exists() gibt True zurück wenn Datei existiert"
"passed","Thu Dec 25 13:00:00 UTC 2025","Thu Dec 25 13:00:00 UTC 2025","2","accounting.tests","test_models","TestAccountingEntryModel","","","test_entry_created_at_set_automatically","Test: created_at wird automatisch gesetzt"
"passed","Thu Dec 25 12:57:01 UTC 2025","Thu Dec 25 12:57:01 UTC 2025","3","invoices.tests","test_models","TestInvoiceInitializer","","","test_initialize_sets_issue_date","Test: Setzt issue_date wenn nicht gesetzt"
"passed","Thu Dec 25 12:59:39 UTC 2025","Thu Dec 25 12:59:39 UTC 2025","2","customers.tests","test_services","TestDiscountCodeFormatter","","","test_format_discount_display_fixed","Test: format_discount_display() mit festem Betrag"
"passed","Thu Dec 25 13:00:02 UTC 2025","Thu Dec 25 13:00:02 UTC 2025","5","accounting.tests","test_models","TestAccountingSignals","","","test_signal_entry_amount_equals_invoice_amount","Test: Entry-Betrag = Invoice-Betrag"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","1","bewegungsradius.tests","test_admin_styles","TestEdgeCases","","","test_conditional_muted_with_safestring","Test: conditional_muted mit SafeString Content"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","1","bewegungsradius.tests","test_email_base","TestEmailPayload","","","test_validate_requires_subject","Validierung schlägt fehl ohne Subject"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","1","bewegungsradius.tests","test_admin_styles","TestAdminStylesIntegration","","","test_safestring_output_everywhere","Test: Alle Methoden geben SafeString zurück"
"passed","Thu Dec 25 12:57:46 UTC 2025","Thu Dec 25 12:57:46 UTC 2025","1","customers.tests","test_models","TestContactChannelModel","","","test_contact_channel_ordering_by_name","Test: ContactChannels sind nach Name sortiert"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","0","bewegungsradius.tests","test_admin_styles","TestEdgeCases","","","test_very_long_text","Test: Sehr langer Text"
"passed","Thu Dec 25 12:59:56 UTC 2025","Thu Dec 25 12:59:56 UTC 2025","0","bewegungsradius.tests","test_admin_styles","TestSimpleText","","","test_literal_text_warning","Test: literal_text mit warning"
"passed","Thu Dec 25 12:58:50 UTC 2025","Thu Dec 25 12:58:55 UTC 2025","4663","customers.tests","test_models","TestCustomerIntegration","","","test_customer_with_all_fields_populated","Test: Customer mit allen Feldern ausgefüllt"
"passed","Thu Dec 25 12:57:46 UTC 2025","Thu Dec 25 12:57:46 UTC 2025","1","customers.tests","test_models","TestContactChannelModel","","","test_contact_channel_update_timestamp","Test: updated_at wird aktualisiert"
"passed","Thu Dec 25 12:54:54 UTC 2025","Thu Dec 25 12:54:54 UTC 2025","3","courses.tests","test_course_emails","TestDiscountCodeRepository","","","test_find_active_for_course_and_customer_found","Test: Findet aktiven Rabattcode"
"passed","Thu Dec 25 12:56:16 UTC 2025","Thu Dec 25 12:56:16 UTC 2025","1","courses.tests","test_services","TestCourseServicesIntegration","","","test_full_course_schedule_calculation","Test: Komplette Kursplan-Berechnung"
"passed","Thu Dec 25 12:56:02 UTC 2025","Thu Dec 25 12:56:02 UTC 2025","0","courses.tests","test_services","TestCeleryTaskManager","","","test_manager_initialization","Test: Manager wird initialisiert"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","1","bewegungsradius.tests","test_admin_styles","TestEdgeCases","","","test_none_datetime_handling","Test: None datetime wird handled"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","0","bewegungsradius.tests","test_email_base","TestEmailTemplateConfig","","","test_render_returns_html","render() gibt HTML String zurück"
"passed","Thu Dec 25 12:57:16 UTC 2025","Thu Dec 25 12:57:16 UTC 2025","4","invoices.tests","test_models","TestInvoiceModel","","","test_invoice_with_both_course_and_offer","Test: Invoice mit BEIDEN Course UND Offer ist möglich"
"passed","Thu Dec 25 12:58:39 UTC 2025","Thu Dec 25 12:58:39 UTC 2025","2","customers.tests","test_models","TestDiscountCodeCalculation","","","test_calculate_discount_fixed","Test: Rabatt-Berechnung fester Betrag"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","0","bewegungsradius.tests","test_admin_styles","TestDisplayHelpers","","","test_colored_text_success","Test: colored_text() mit success"
"passed","Thu Dec 25 12:55:51 UTC 2025","Thu Dec 25 12:55:59 UTC 2025","7611","courses.tests","test_models","TestCourseParticipants","","","test_course_is_full_inperson_true","Test: is_full_inperson True wenn voll"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","1","bewegungsradius.tests","test_pdf_service","TestTemplateRenderer","","","test_render_with_complex_context","Test: Rendering mit komplexem Context"
"passed","Thu Dec 25 12:55:46 UTC 2025","Thu Dec 25 12:55:46 UTC 2025","26","courses.tests","test_models","TestCourseProperties","","","test_course_max_participants_inperson_property","Test: max_participants_inperson Property"
"passed","Thu Dec 25 12:58:33 UTC 2025","Thu Dec 25 12:58:33 UTC 2025","2","customers.tests","test_models","TestCustomerDiscountCodeModel","","","test_discount_code_cancelled_fields_optional","Test: Cancelled-Felder sind optional"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","0","bewegungsradius.tests","test_admin_styles","TestEdgeCases","","","test_unicode_characters","Test: Unicode-Zeichen funktionieren"
"passed","Thu Dec 25 12:59:56 UTC 2025","Thu Dec 25 12:59:56 UTC 2025","1","bewegungsradius.tests","test_admin_styles","TestBadgeStyle","","","test_badge_error","Test: Error Badge"
"passed","Thu Dec 25 12:57:30 UTC 2025","Thu Dec 25 12:57:30 UTC 2025","6","invoices.tests","test_models","TestInvoiceSave","","","test_save_discount_cleared_when_code_removed","Test: discount wird gelöscht wenn discount_code entfernt"
"passed","Thu Dec 25 12:59:58 UTC 2025","Thu Dec 25 12:59:58 UTC 2025","1","bewegungsradius.tests","test_pdf_service","TestConsumeFileStorage","","","test_save_multiple_files","Test: Mehrere Dateien speichern"
"passed","Thu Dec 25 12:55:03 UTC 2025","Thu Dec 25 12:55:03 UTC 2025","0","courses.tests","test_course_emails","TestCourseStartEmailService","","","test_get_template_config","Test: get_template_config erstellt Config"
"passed","Thu Dec 25 12:59:44 UTC 2025","Thu Dec 25 12:59:49 UTC 2025","5485","customers.tests","test_services","TestCustomerServicesIntegration","","","test_different_discount_types_calculation","Test: Verschiedene Rabatttypen in Berechnung"
"passed","Thu Dec 25 12:58:42 UTC 2025","Thu Dec 25 12:58:42 UTC 2025","2","customers.tests","test_models","TestDiscountCodeCalculation","","","test_get_discount_display_fixed","Test: Formatierte Rabattanzeige fester Betrag"
"passed","Thu Dec 25 12:58:03 UTC 2025","Thu Dec 25 12:58:03 UTC 2025","3","customers.tests","test_models","TestCustomerModel","","","test_customer_can_be_archived","Test: Customer kann archiviert werden"
"passed","Thu Dec 25 12:59:55 UTC 2025","Thu Dec 25 12:59:55 UTC 2025","2","offers.tests","test_models","TestOfferTaxCalculation","","","test_tax_amount_decimal_precision","Test: tax_amount hat 0.01€ Genauigkeit"
"passed","Thu Dec 25 12:55:12 UTC 2025","Thu Dec 25 12:55:12 UTC 2025","0","courses.tests","test_course_emails","TestCourseCompletionEmailService","","","test_build_email_payload_no_html_content","Test: build_email_payload ohne html_content"
"passed","Thu Dec 25 13:00:07 UTC 2025","Thu Dec 25 13:00:07 UTC 2025","5","accounting.tests","test_models","TestAccountingSignals","","","test_signal_entry_date_equals_invoice_date","Test: Entry-Datum = Invoice-Datum"
